message,label
Your flight ticket to Bengaluru is confirmed. PNR: PNR3924.,0
Salary for the month has been processed and credited to your account XX38.,0
Welcome to our service. Your order #72469 has been shipped via BlueDart.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your OTP for payment of Rs 288 is 685661. Do not share this OTP with anyone.,0
Thank you for dining with us! Here is your e-receipt for Rs 4120.,0
"Dear customer, your credit card points worth Rs 29515 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Your OTP for payment of Rs 3570 is 461264. Do not share this OTP with anyone.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Income Tax Refund of Rs 93732 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Your electricity bill of Rs 2344 is due on 25th Oct. Pay via official app.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Your statement for card ending XX31 is now ready to view on netbanking.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Welcome to our service. Your order #89638 has been shipped via BlueDart.,0
Salary for the month has been processed and credited to your account XX97.,0
Welcome to our service. Your order #16057 has been shipped via BlueDart.,0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Salary for the month has been processed and credited to your account XX72.,0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Your electricity bill of Rs 1357 is due on 25th Oct. Pay via official app.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Thank you for dining with us! Here is your e-receipt for Rs 1936.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Thank you for dining with us! Here is your e-receipt for Rs 2271.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR8767.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Your electricity bill of Rs 4948 is due on 25th Oct. Pay via official app.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
"Dear customer, your credit card points worth Rs 22088 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"Dear Customer, your Kotak Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Income Tax Refund of Rs 30543 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
"Dear customer, your credit card points worth Rs 71324 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR3814.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR3497.,0
Your OTP for payment of Rs 4216 is 464158. Do not share this OTP with anyone.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Salary for the month has been processed and credited to your account XX31.,0
"Dear customer, your credit card points worth Rs 67342 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Welcome to our service. Your order #19287 has been shipped via BlueDart.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
"URGENT: Suspicious transaction of Rs 47831 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Your statement for card ending XX89 is now ready to view on netbanking.,0
"Dear customer, your credit card points worth Rs 16558 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"Dear Customer, your Axis Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Your electricity bill of Rs 4777 is due on 25th Oct. Pay via official app.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear customer, Rs 336 credited to your account XX87 via NEFT from Employer Ltd.",0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Salary for the month has been processed and credited to your account XX23.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Income Tax Refund of Rs 32785 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
"Dear Customer, your Axis Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"Dear customer, your credit card points worth Rs 17729 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"Dear Customer, your HDFC Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Your electricity bill of Rs 3852 is due on 25th Oct. Pay via official app.,0
"Dear customer, Rs 1786 credited to your account XX73 via NEFT from Employer Ltd.",0
"Dear customer, Rs 4495 credited to your account XX88 via NEFT from Employer Ltd.",0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Your statement for card ending XX35 is now ready to view on netbanking.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Your flight ticket to Bengaluru is confirmed. PNR: PNR5482.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
"Dear customer, your credit card points worth Rs 55824 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"URGENT: Suspicious transaction of Rs 25363 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Your OTP for payment of Rs 2754 is 208239. Do not share this OTP with anyone.,0
Income Tax Refund of Rs 28762 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"Dear customer, your credit card points worth Rs 28051 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
"Dear customer, your credit card points worth Rs 18396 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Thank you for dining with us! Here is your e-receipt for Rs 4935.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
"Dear customer, Rs 2133 credited to your account XX95 via NEFT from Employer Ltd.",0
Your statement for card ending XX82 is now ready to view on netbanking.,0
"Dear Customer, your SBI account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
"URGENT: Suspicious transaction of Rs 30474 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Your electricity bill of Rs 4825 is due on 25th Oct. Pay via official app.,0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear Customer, your ICICI Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Your OTP for payment of Rs 2896 is 472390. Do not share this OTP with anyone.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear customer, your credit card points worth Rs 44743 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"Dear Customer, your Axis Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Your electricity bill of Rs 2429 is due on 25th Oct. Pay via official app.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR8544.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear customer, your credit card points worth Rs 42470 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Salary for the month has been processed and credited to your account XX20.,0
Your electricity bill of Rs 559 is due on 25th Oct. Pay via official app.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"URGENT: Suspicious transaction of Rs 85601 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Your statement for card ending XX47 is now ready to view on netbanking.,0
Salary for the month has been processed and credited to your account XX11.,0
Salary for the month has been processed and credited to your account XX11.,0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR3267.,0
Your electricity bill of Rs 4710 is due on 25th Oct. Pay via official app.,0
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Income Tax Refund of Rs 54283 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your flight ticket to Bengaluru is confirmed. PNR: PNR6628.,0
Salary for the month has been processed and credited to your account XX84.,0
Your OTP for payment of Rs 344 is 198246. Do not share this OTP with anyone.,0
Thank you for dining with us! Here is your e-receipt for Rs 697.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Thank you for dining with us! Here is your e-receipt for Rs 4619.,0
"Dear customer, your credit card points worth Rs 91499 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Your flight ticket to Bengaluru is confirmed. PNR: PNR3676.,0
Your electricity bill of Rs 1352 is due on 25th Oct. Pay via official app.,0
"Dear customer, Rs 3512 credited to your account XX49 via NEFT from Employer Ltd.",0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
"Dear customer, Rs 2545 credited to your account XX65 via NEFT from Employer Ltd.",0
"Dear customer, Rs 839 credited to your account XX86 via NEFT from Employer Ltd.",0
Welcome to our service. Your order #45269 has been shipped via BlueDart.,0
"Dear customer, your credit card points worth Rs 83274 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"Dear Customer, your Axis Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Your electricity bill of Rs 742 is due on 25th Oct. Pay via official app.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear customer, your credit card points worth Rs 86641 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Income Tax Refund of Rs 79656 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
"URGENT: Suspicious transaction of Rs 20027 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Income Tax Refund of Rs 94848 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your statement for card ending XX75 is now ready to view on netbanking.,0
Welcome to our service. Your order #78879 has been shipped via BlueDart.,0
Your electricity bill of Rs 1187 is due on 25th Oct. Pay via official app.,0
Salary for the month has been processed and credited to your account XX94.,0
Salary for the month has been processed and credited to your account XX23.,0
Salary for the month has been processed and credited to your account XX18.,0
"Dear customer, your credit card points worth Rs 69636 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"Dear customer, Rs 838 credited to your account XX46 via NEFT from Employer Ltd.",0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"Dear customer, Rs 4154 credited to your account XX66 via NEFT from Employer Ltd.",0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Thank you for dining with us! Here is your e-receipt for Rs 821.,0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"Dear Customer, your SBI account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Dear customer, Rs 4451 credited to your account XX67 via NEFT from Employer Ltd.",0
"Dear Customer, your Kotak Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear customer, your credit card points worth Rs 27255 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Your OTP for payment of Rs 2404 is 618934. Do not share this OTP with anyone.,0
Income Tax Refund of Rs 28819 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
"Dear customer, Rs 3706 credited to your account XX77 via NEFT from Employer Ltd.",0
Your flight ticket to Bengaluru is confirmed. PNR: PNR5638.,0
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Salary for the month has been processed and credited to your account XX95.,0
"Dear Customer, your ICICI Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"URGENT: Suspicious transaction of Rs 89593 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
"Dear customer, Rs 1792 credited to your account XX54 via NEFT from Employer Ltd.",0
Welcome to our service. Your order #93066 has been shipped via BlueDart.,0
"Dear customer, Rs 1719 credited to your account XX66 via NEFT from Employer Ltd.",0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your electricity bill of Rs 4420 is due on 25th Oct. Pay via official app.,0
Salary for the month has been processed and credited to your account XX96.,0
"Dear customer, your credit card points worth Rs 40543 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"Dear customer, your credit card points worth Rs 67814 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Welcome to our service. Your order #16416 has been shipped via BlueDart.,0
"URGENT: Suspicious transaction of Rs 72386 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
"Dear customer, Rs 3561 credited to your account XX57 via NEFT from Employer Ltd.",0
Thank you for dining with us! Here is your e-receipt for Rs 2335.,0
"Dear customer, Rs 1868 credited to your account XX22 via NEFT from Employer Ltd.",0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Your OTP for payment of Rs 471 is 140804. Do not share this OTP with anyone.,0
"Dear Customer, your HDFC Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Income Tax Refund of Rs 44710 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your flight ticket to Bengaluru is confirmed. PNR: PNR7819.,0
"Dear customer, your credit card points worth Rs 45464 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Your flight ticket to Bengaluru is confirmed. PNR: PNR1749.,0
Your statement for card ending XX30 is now ready to view on netbanking.,0
"Dear Customer, your HDFC Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Thank you for dining with us! Here is your e-receipt for Rs 4331.,0
"Dear Customer, your Axis Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Dear customer, Rs 1677 credited to your account XX25 via NEFT from Employer Ltd.",0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
Your electricity bill of Rs 706 is due on 25th Oct. Pay via official app.,0
Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM.,0
"Dear customer, your credit card points worth Rs 79463 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Thank you for dining with us! Here is your e-receipt for Rs 2579.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Your electricity bill of Rs 4673 is due on 25th Oct. Pay via official app.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR3572.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear Customer, your SBI account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Dear customer, your credit card points worth Rs 31039 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Welcome to our service. Your order #50679 has been shipped via BlueDart.,0
Welcome to our service. Your order #45038 has been shipped via BlueDart.,0
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Your OTP for payment of Rs 4958 is 281873. Do not share this OTP with anyone.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Income Tax Refund of Rs 33481 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your OTP for payment of Rs 1806 is 705445. Do not share this OTP with anyone.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Welcome to our service. Your order #82616 has been shipped via BlueDart.,0
Thank you for dining with us! Here is your e-receipt for Rs 3443.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
"Dear Customer, your Axis Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Your electricity bill of Rs 3897 is due on 25th Oct. Pay via official app.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"Dear customer, Rs 2913 credited to your account XX20 via NEFT from Employer Ltd.",0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Your electricity bill of Rs 2907 is due on 25th Oct. Pay via official app.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR7275.,0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Welcome to our service. Your order #94896 has been shipped via BlueDart.,0
Welcome to our service. Your order #13804 has been shipped via BlueDart.,0
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
Income Tax Refund of Rs 49771 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
"Dear customer, your credit card points worth Rs 52940 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"Dear customer, your credit card points worth Rs 35865 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"URGENT: Suspicious transaction of Rs 59595 detected on your account. If not you, cancel immediately at http://secure-bank-cancel-auth.xyz",1
Income Tax Refund of Rs 77616 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Income Tax Refund of Rs 79884 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
"Dear Customer, your ICICI Bank account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
Thank you for dining with us! Here is your e-receipt for Rs 4305.,0
"Dear customer, Rs 1920 credited to your account XX38 via NEFT from Employer Ltd.",0
Your OTP for payment of Rs 1569 is 872343. Do not share this OTP with anyone.,0
"Dear Customer, your SBI account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Income Tax Refund of Rs 88525 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear customer, Rs 772 credited to your account XX29 via NEFT from Employer Ltd.",0
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear customer, your credit card points worth Rs 82653 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR3171.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
HDFC Alert: Your NetBanking password expired. Reset password immediately to avoid transaction block: http://hdfc-pass-reset.work,1
Income Tax Refund of Rs 30571 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear Customer, your SBI account is suspended today due to pending KYC. Click http://bit.ly/bank-kyc-verify to update PAN immediately or account will be blocked.",1
Your electricity bill of Rs 1251 is due on 25th Oct. Pay via official app.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR2560.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
"Dear user, your SIM card will be deactivated in 24 hours. Update Aadhaar details urgently: http://sim-kyc-verify-portal.club",1
Income Tax Refund of Rs 39854 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your subscription to Prime has renewed. Receipt sent to your registered email.,0
Thank you for dining with us! Here is your e-receipt for Rs 1074.,0
"Dear customer, loan of Rs 5,00,000 pre-approved with zero interest. Click http://instant-loan-approval.xyz to disburse.",1
Your electricity bill of Rs 837 is due on 25th Oct. Pay via official app.,0
Your flight ticket to Bengaluru is confirmed. PNR: PNR8301.,0
"Congratulations! You won Rs 50,00,000 lottery from KBC / RBI. Claim your reward immediately by clicking http://claim-prize-bonus.top",1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
"SBI Notice: Unauthorized login from Lagos. If not you, secure account immediately at http://sbi-secure-portal.monster",1
"Dear customer, your credit card points worth Rs 66546 are expiring today. Redeem for cash voucher now: http://reward-redeem-bank.click",1
Income Tax Refund of Rs 53206 approved. Update bank account details now at http://192.168.1.10/refund/login to receive funds.,1
Your electricity connection will be disconnected tonight at 9:30 PM. Call bill officer at 9876543210 or pay at http://elec-bill-pay.link,1
